id	filename	md5	size	state
c15f8331-b65f-4f7a-8d4d-d796dfcaf14d	c15f8331-b65f-4f7a-8d4d-d796dfcaf14d/a5c61ad6-de4c-4ca4-ad28-f8f9d55af906.rna_seq.augmented_star_gene_counts.tsv	c500444db1e73a7d7aa5b7c644ddc211	4223879	validated
e9320bf6-7e13-4cdb-bde3-a64c581622d4	e9320bf6-7e13-4cdb-bde3-a64c581622d4/a21df824-3f31-4f4d-aed6-34cf0fe6c01f.rna_seq.augmented_star_gene_counts.tsv	dcc839daa5a6294c881055642bd643ee	4205097	validated
1e1587e8-8938-4578-8529-0831573a9fe1	1e1587e8-8938-4578-8529-0831573a9fe1/a5b5b737-3f68-49a0-ac50-2884dbb90496.rna_seq.augmented_star_gene_counts.tsv	ba6028495a34a3141023e5c4a9390a84	4223279	validated
3a4353b6-a5ad-4950-be98-c0900e196144	3a4353b6-a5ad-4950-be98-c0900e196144/72134fea-d641-43dd-9580-ef3ef06a5060.rna_seq.augmented_star_gene_counts.tsv	5a3cb8aea71f44283e2df57b28b9d737	4223010	validated
81d640c5-ad25-4f27-881d-83195de5116a	81d640c5-ad25-4f27-881d-83195de5116a/33e23705-397c-4651-beea-254110c365e4.rna_seq.augmented_star_gene_counts.tsv	d79483d7ee116750e2db9974829bffe1	4215835	validated
11e8ec14-c489-4c66-b387-fea14555a3f3	11e8ec14-c489-4c66-b387-fea14555a3f3/8463e3a8-18a2-42ea-8edc-3c0b78de1b40.rna_seq.augmented_star_gene_counts.tsv	b04e884dff331461fb611122bb87bd1b	4201778	validated
d16e6c9d-cb8e-43d4-886a-6656b4cca09b	d16e6c9d-cb8e-43d4-886a-6656b4cca09b/4df97711-6ecf-483c-a2c7-4952c44a2b69.rna_seq.augmented_star_gene_counts.tsv	df3db637614efa085aa9ba84da7ef4d6	4213843	validated
715b5ec9-5c2c-4dac-b9f6-ba459743a377	715b5ec9-5c2c-4dac-b9f6-ba459743a377/767f0df2-87ec-42d7-a644-f0b955be14e5.rna_seq.augmented_star_gene_counts.tsv	fe4bd4b4c3cec0ab14f901e423d161dc	4226755	validated
97549552-8532-4593-a0dc-44d64f417bbb	97549552-8532-4593-a0dc-44d64f417bbb/7c4769e7-7e2b-48b7-a68d-775d2b76b105.rna_seq.augmented_star_gene_counts.tsv	051bf5e980a79cf630411f12a2eb1bfa	4200223	validated
9a82faa3-37c0-4951-ac43-2c04f2bbf437	9a82faa3-37c0-4951-ac43-2c04f2bbf437/d817d1df-e655-4741-9f29-066f02345dfa.rna_seq.augmented_star_gene_counts.tsv	bbf568f4dcd0cf29d9aac8c2418aa853	4218843	validated
a7c4c791-8baf-49db-998f-19898bfac217	a7c4c791-8baf-49db-998f-19898bfac217/64c42fa6-9a40-4007-a0c1-c71dd67f402a.rna_seq.augmented_star_gene_counts.tsv	44147d20b460b156bd2f47c605a11870	4196694	validated
048103cc-f5d1-4ad4-8b82-ea76715bfa53	048103cc-f5d1-4ad4-8b82-ea76715bfa53/dffd181a-c6f1-49e0-b23d-d91065a0171a.rna_seq.augmented_star_gene_counts.tsv	a65c66dde68ff4e08595cb525c831d74	4226582	validated
5180b82d-ce78-4d0f-8624-f7678732344b	5180b82d-ce78-4d0f-8624-f7678732344b/6f8d77aa-5852-4467-8ef9-b7881294b969.rna_seq.augmented_star_gene_counts.tsv	f1c1e2c36e53ecebf21b3c5fba19dfcd	4198304	validated
a9cfbc5e-776c-4865-be20-d26741ce5c78	a9cfbc5e-776c-4865-be20-d26741ce5c78/d9c7fcac-4608-4952-8678-71e82b96b29c.rna_seq.augmented_star_gene_counts.tsv	7e189ea48a7e6b17d81aa753d8fd61e6	4211648	validated
2af41f58-7487-493b-9839-cc8719adf8d0	2af41f58-7487-493b-9839-cc8719adf8d0/ef3f524a-1496-408d-a9f0-cdf029be4830.rna_seq.augmented_star_gene_counts.tsv	77885aff0c3f45b6ea8e113a4786e6af	4206654	validated
7b929596-4646-4aa4-9705-d10519ef23c0	7b929596-4646-4aa4-9705-d10519ef23c0/9a0d0189-b66e-461b-b0b6-8563cffb8813.rna_seq.augmented_star_gene_counts.tsv	cc420fe0f35ed8a196d7cc19461fb0a1	4219000	validated
e3657009-4f9e-4632-a458-2bf17ec93fbd	e3657009-4f9e-4632-a458-2bf17ec93fbd/9f62f80d-72e6-41b6-aa23-91dc21b6fc5c.rna_seq.augmented_star_gene_counts.tsv	4d6878798337d85bdfa74d6c97ce818d	4200513	validated
feb06cd1-e6f5-4e39-9b19-a6479f751c38	feb06cd1-e6f5-4e39-9b19-a6479f751c38/d55e7a4a-5576-4da3-a37b-b28390ae0393.rna_seq.augmented_star_gene_counts.tsv	07e1f2c4cf68e2cbcefb3274a3f50f56	4203580	validated
